Rank	Latitude	Longitude
575	12.99064	77.72291
576	12.99066	77.71224
577	12.99066	77.72285
578	12.99067	77.73323
579	12.99067	77.71218
580	12.99067	77.71213
581	12.99068	77.72279
582	12.99068	77.71427
583	12.99069	77.71207
584	12.99070	77.72272
585	12.99070	77.71202
586	12.99071	77.71196
587	12.99071	77.72266
588	12.99072	77.71191
589	12.99073	77.73323
590	12.99073	77.71185
591	12.99073	77.72260
592	12.99074	77.71432
593	12.99074	77.71179
594	12.99075	77.72255
595	12.99076	77.71174
596	12.99077	77.72248
597	12.99077	77.71169
598	12.99078	77.73321
599	12.99078	77.71163
600	12.99079	77.71439
601	12.99080	77.72242
602	12.99082	77.72236
603	12.99082	77.71158
604	12.99083	77.73320
605	12.99083	77.71444
606	12.99085	77.72230
607	12.99087	77.71449
608	12.99087	77.72225
609	12.99088	77.71158
610	12.99090	77.72220
611	12.99090	77.73318
612	12.99092	77.71454
613	12.99093	77.72213
614	12.99094	77.71159
615	12.99095	77.73317
616	12.99097	77.72208
617	12.99098	77.71460
618	12.99100	77.72202
619	12.99100	77.71161
620	12.99102	77.73317
621	12.99103	77.72196
622	12.99104	77.71465
623	12.99105	77.72191
624	12.99106	77.71162
625	12.99107	77.72185
626	12.99108	77.73316
627	12.99110	77.72179
628	12.99110	77.71470
629	12.99111	77.71162
630	12.99112	77.72173
631	12.99112	77.71475
632	12.99115	77.73315
633	12.99115	77.72168
634	12.99116	77.71481
635	12.99117	77.71163
636	12.99117	77.72163
637	12.99118	77.71486
638	12.99120	77.72158
639	12.99121	77.73314
640	12.99122	77.71492
641	12.99123	77.71162
642	12.99125	77.72151
643	12.99126	77.71498
644	12.99127	77.73312
645	12.99129	77.72146
646	12.99129	77.71162
647	12.99131	77.71503
648	12.99132	77.72140
649	12.99133	77.73311
650	12.99134	77.71161
651	12.99135	77.71508
652	12.99135	77.72135
653	12.99138	77.72130
654	12.99138	77.73310
655	12.99140	77.71160
656	12.99141	77.72124
657	12.99141	77.71513
658	12.99144	77.72118
659	12.99144	77.73308
660	12.99145	77.71161
661	12.99147	77.71518
662	12.99147	77.72112
663	12.99150	77.73308
664	12.99150	77.72107
665	12.99150	77.71161
666	12.99152	77.71524
667	12.99152	77.72102
668	12.99155	77.72096
669	12.99156	77.73307
670	12.99156	77.71161
671	12.99157	77.71529
672	12.99158	77.72090
673	12.99161	77.71534
674	12.99161	77.72084
675	12.99162	77.71161
676	12.99162	77.73307
677	12.99164	77.72079
678	12.99165	77.71540
679	12.99167	77.72074
680	12.99168	77.73306
681	12.99170	77.71162
682	12.99170	77.72069
683	12.99170	77.71546
684	12.99173	77.72062
685	12.99173	77.73305
686	12.99175	77.71163
687	12.99176	77.71551
688	12.99176	77.72057
689	12.99179	77.73304
690	12.99179	77.72051
691	12.99181	77.71164
692	12.99181	77.71556
693	12.99182	77.72045
694	12.99186	77.72039
695	12.99186	77.73304
696	12.99186	77.71164
697	12.99187	77.71560
698	12.99188	77.72033
699	12.99191	77.73304
700	12.99192	77.72027
701	12.99192	77.71165
702	12.99193	77.71565
703	12.99196	77.72022
704	12.99196	77.73303
705	12.99198	77.71167
706	12.99199	77.71570
707	12.99200	77.72016
708	12.99202	77.73302
709	12.99203	77.72010
710	12.99204	77.71574
711	12.99204	77.71168
712	12.99206	77.72005
713	12.99207	77.71999
714	12.99209	77.73300
715	12.99209	77.71168
716	12.99210	77.71993
717	12.99210	77.71579
718	12.99213	77.71987
719	12.99215	77.71168
720	12.99215	77.73300
721	12.99215	77.71584
722	12.99216	77.71982
723	12.99218	77.71976
724	12.99220	77.71971
725	12.99220	77.71590
726	12.99221	77.71168
727	12.99221	77.71965
728	12.99222	77.73298
729	12.99222	77.71960
730	12.99223	77.71596
731	12.99224	77.71954
732	12.99224	77.71948
733	12.99225	77.71943
734	12.99225	77.71938
735	12.99225	77.71931
736	12.99225	77.71925
737	12.99226	77.71919
738	12.99226	77.71602
739	12.99227	77.71914
740	12.99228	77.71608
741	12.99228	77.73297
742	12.99228	77.71169
743	12.99228	77.71907
744	12.99229	77.71902
745	12.99229	77.71896
746	12.99229	77.71891
747	12.99229	77.71614
748	12.99229	77.71884
749	12.99229	77.71724
750	12.99229	77.71718
751	12.99229	77.71712
752	12.99230	77.71730
753	12.99230	77.71707
754	12.99230	77.71701
755	12.99230	77.71879
756	12.99230	77.71839
757	12.99230	77.71833
758	12.99230	77.71827
759	12.99230	77.71735
760	12.99231	77.71874
761	12.99231	77.71845
762	12.99231	77.71696
763	12.99231	77.71821
764	12.99231	77.71815
765	12.99231	77.71809
766	12.99231	77.71851
767	12.99231	77.71742
768	12.99231	77.71689
769	12.99231	77.71869
770	12.99231	77.71863
771	12.99231	77.71857
772	12.99231	77.71803
773	12.99232	77.71752
774	12.99232	77.71747
775	12.99232	77.71684
776	12.99232	77.71619
777	12.99232	77.71797
778	12.99232	77.71758
779	12.99233	77.71791
780	12.99233	77.71786
781	12.99233	77.71763
782	12.99233	77.71678
783	12.99233	77.71780
784	12.99233	77.71774
785	12.99233	77.71769
786	12.99233	77.71626
787	12.99233	77.73296
788	12.99233	77.71673
789	12.99233	77.71637
790	12.99234	77.71667
791	12.99234	77.71643
792	12.99234	77.71632
793	12.99234	77.71660
794	12.99234	77.71655
795	12.99234	77.71649
796	12.99235	77.71170
797	12.99240	77.73295
798	12.99242	77.71170
799	12.99246	77.73295
800	12.99247	77.71171
801	12.99251	77.73294
802	12.99253	77.71172
803	12.99257	77.73293
804	12.99259	77.71172
805	12.99262	77.73293
806	12.99266	77.71172
807	12.99268	77.73292
808	12.99271	77.71168
809	12.99272	77.71162
810	12.99273	77.73291
811	12.99273	77.71155
812	12.99275	77.71149
813	12.99277	77.71142
814	12.99278	77.71137
815	12.99278	77.73290
816	12.99280	77.71131
817	12.99282	77.71126
818	12.99283	77.71121
819	12.99284	77.73288
820	12.99284	77.71115
821	12.99284	77.71110
822	12.99286	77.71105
823	12.99286	77.71099
824	12.99287	77.71094
825	12.99287	77.71089
826	12.99288	77.71083
827	12.99289	77.71078
828	12.99289	77.73287
829	12.99289	77.71072
830	12.99290	77.71067
831	12.99291	77.71061
832	12.99292	77.71055
833	12.99292	77.70916
834	12.99292	77.70911
835	12.99292	77.70905
836	12.99292	77.70900
837	12.99292	77.70895
838	12.99292	77.70888
839	12.99292	77.70883
840	12.99292	77.70877
841	12.99292	77.70871
842	12.99292	77.70865
843	12.99292	77.70859
844	12.99292	77.70922
845	12.99292	77.70853
846	12.99292	77.71050
847	12.99292	77.70927
848	12.99293	77.70848
849	12.99293	77.70939
850	12.99293	77.70933
851	12.99293	77.70951
852	12.99293	77.70946
853	12.99293	77.70842
854	12.99293	77.71044
855	12.99294	77.70989
856	12.99294	77.70984
857	12.99294	77.70978
858	12.99294	77.70971
859	12.99294	77.70964
860	12.99294	77.70958
861	12.99294	77.70995
862	12.99294	77.70837
863	12.99294	77.71037
