Rank	Latitude	Longitude
938	13.00209	77.67692
939	13.00215	77.67692
940	13.00222	77.67692
941	13.00227	77.67691
942	13.00233	77.67690
943	13.00239	77.67689
944	13.00245	77.67689
945	13.00251	77.67687
946	13.00258	77.67685
947	13.00263	77.67682
948	13.00269	77.67679
949	13.00275	77.67676
950	13.00282	77.67676
951	13.00288	77.67676
952	13.00293	77.67676
953	13.00299	77.67677
954	13.00305	77.67677
955	13.00311	77.67677
956	13.00316	77.67678
957	13.00322	77.67679
958	13.00327	77.67682
959	13.00333	77.67688
960	13.00338	77.67694
961	13.00342	77.67700
962	13.00348	77.67705
963	13.00355	77.67710
964	13.00360	77.67712
965	13.00366	77.67714
966	13.00372	77.67714
967	13.00377	77.67715
968	13.00382	77.67715
969	13.00389	77.67716
970	13.00395	77.67716
971	13.00401	77.67715
972	13.00406	77.67715
973	13.00412	77.67714
974	13.00417	77.67713
975	13.00423	77.67712
976	13.00429	77.67712
977	13.00434	77.67712
978	13.00440	77.67712
979	13.00446	77.67712
980	13.00452	77.67712
981	13.00457	77.67711
982	13.00463	77.67710
983	13.00469	77.67709
984	13.00475	77.67709
985	13.00482	77.67709
986	13.00488	77.67709
987	13.00493	77.67708
988	13.00499	77.67708
989	13.00506	77.67708
990	13.00512	77.67707
991	13.00515	77.67702
992	13.00516	77.67697
993	13.00516	77.67690
994	13.00517	77.67685
995	13.00518	77.67680
996	13.00518	77.67673
997	13.00519	77.67668
998	13.00519	77.67662
999	13.00519	77.67657
1000	13.00520	77.67651
1001	13.00520	77.67646
1002	13.00522	77.67639
1003	13.00524	77.67633
1004	13.00525	77.67628
1005	13.00525	77.67622
1006	13.00525	77.67615
1007	13.00526	77.67610
1008	13.00528	77.67603
1009	13.00530	77.67597
1010	13.00531	77.67591
1011	13.00530	77.67585
1012	13.00530	77.67579
1013	13.00532	77.67572
1014	13.00532	77.67566
1015	13.00538	77.67562
1016	13.00541	77.67556
1017	13.00541	77.67549
1018	13.00541	77.67544
1019	13.00540	77.67538
1020	13.00539	77.67533
1021	13.00539	77.67526
1022	13.00539	77.67521
1023	13.00538	77.67514
1024	13.00538	77.67509
